episode,reward,avg_reward_100,avg_loss_100,avg_q_100,epsilon
64,15.0,4.84375,0.0661583289749251,0,0.97433425
65,15.0,5.0,0.0864279546104808,0,0.97365016
66,35.0,5.454545454545454,0.08678215734442346,0,0.9731413
67,-5.0,5.298507462686567,0.0733433128089382,0,0.9726661
68,5.0,5.294117647058823,0.08957047392861568,0,0.97228495
69,5.0,5.2898550724637685,0.08643343660303798,0,0.97198498
70,-15.0,5.0,0.07179112167483254,0,0.97169392
71,15.0,5.140845070422535,0.08301788624126857,0,0.97133059
72,5.0,5.138888888888889,0.07979364974922647,0,0.97079995
73,5.0,5.136986301369863,0.07482806427477044,0,0.97040791
74,5.0,5.135135135135135,0.09405022186823771,0,0.9698941
75,5.0,5.133333333333334,0.09399498395050614,0,0.96952384
76,15.0,5.2631578947368425,0.07664687991571555,0,0.96894172
77,-15.0,5.0,0.07857827098945563,0,0.96864472
78,25.0,5.256410256410256,0.08726061334218685,0,0.9681022
79,-5.0,5.1265822784810124,0.06805050970591765,0,0.9676963
80,5.0,5.125,0.06908161876937811,0,0.96739435
81,-5.0,5.0,0.06038428703926911,0,0.96710329
82,-5.0,4.878048780487805,0.08300107757570004,0,0.96680431
83,-5.0,4.759036144578313,0.1039305595300175,0,0.9663825699999999
84,-15.0,4.523809523809524,0.08392250642475119,0,0.96607864
85,5.0,4.529411764705882,0.062015149206381466,0,0.96578461
86,5.0,4.534883720930233,0.08706570210706559,0,0.96537376
87,-5.0,4.425287356321839,0.06647594517326069,0,0.96506686
88,35.0,4.7727272727272725,0.0828203249717626,0,0.96436891
89,15.0,4.887640449438202,0.07194748302910739,0,0.96407389
90,5.0,4.888888888888889,0.06056321404592382,0,0.96377293
91,-15.0,4.670329670329671,0.10583456658448995,0,0.96348187
92,5.0,4.673913043478261,0.07887715552900772,0,0.96319378
93,15.0,4.78494623655914,0.0879683965206641,0,0.96277897
94,35.0,5.1063829787234045,0.0355990108417609,0,0.94297897
95,-15.0,4.894736842105263,0.043935345295103616,0,0.94267999
96,-5.0,4.791666666666667,0.05117248919443227,0,0.94238299
97,-5.0,4.690721649484536,0.054057239215326264,0,0.94207708
98,35.0,5.0,0.07876028471437166,0,0.94147714
99,15.0,5.101010101010101,0.051189285511209166,0,0.94086037
100,15.0,5.2,0.04738020258657343,0,0.94047328
101,5.0,5.2,0.03559919799294221,0,0.9401842
102,45.0,5.5,0.05846800772305869,0,0.9394516
103,-5.0,5.4,0.05122977359147626,0,0.93891304
104,25.0,5.7,0.04184960255675833,0,0.93839626
105,5.0,5.5,0.03236524266205379,0,0.93810817
106,5.0,5.4,0.0558775610900193,0,0.93781909
107,15.0,5.7,0.05933701522342744,0,0.93730132
108,15.0,5.7,0.04264145147688396,0,0.93701422
109,-5.0,5.5,0.04045803249016899,0,0.93672019
110,5.0,5.6,0.06241278830137162,0,0.93642319
111,-5.0,5.7,0.03943081140256254,0,0.93611926
112,35.0,5.9,0.03815258629630989,0,0.93582226
113,5.0,5.5,0.04736025097336096,0,0.9354470500000001
114,5.0,5.5,0.04532638851360389,0,0.93508372
115,55.0,5.9,0.04288366267002857,0,0.93424519
116,15.0,6.0,0.061766545521095395,0,0.93363733
117,35.0,5.8,0.08617031328212761,0,0.93298294
118,15.0,6.0,0.05736293392372318,0,0.9326701
119,5.0,6.0,0.0466771870773664,0,0.93238498
120,35.0,6.5,0.03297353145931993,0,0.91258498
121,-5.0,6.3,0.043521085096144815,0,0.91229788
122,-5.0,6.2,0.034163929190453926,0,0.91199494
123,15.0,6.5,0.03460954121688701,0,0.9115732
124,15.0,6.6,0.035140168062062,0,0.91109404
125,15.0,6.8,0.02078642428312378,0,0.91069903
126,5.0,6.8,0.03241623060916027,0,0.91039213
127,15.0,7.0,0.026258704388674232,0,0.90990208
128,25.0,7.1,0.01989245623928582,0,0.90944272
129,15.0,7.2,0.03083817297430869,0,0.90904078
130,5.0,7.3,0.06664128080759837,0,0.90875764
131,5.0,7.2,0.0524864507203165,0,0.90846757
132,25.0,7.3,0.05327630789657633,0,0.90801217
133,-5.0,7.2,0.042430185894008904,0,0.90772012
134,5.0,6.9,0.04051838873721863,0,0.90742807
135,-5.0,6.7,0.027957618176733378,0,0.9071350300000001
136,15.0,6.9,0.048289039197406965,0,0.90674398
137,-5.0,7.0,0.02678131218828639,0,0.9064549
138,35.0,7.3,0.03673777462252474,0,0.90570844
139,-5.0,7.3,0.04137014717809507,0,0.9053352100000001
140,-15.0,7.3,0.028108122819612617,0,0.90504316
141,25.0,7.6,0.029980828169736923,0,0.90443035
142,-15.0,7.5,0.036141154027973244,0,0.9041284
143,35.0,7.8,0.037445813497070046,0,0.90367498
144,15.0,8.0,0.03844457726692781,0,0.90317008
145,65.0,8.6,0.048998267943243266,0,0.90227017
146,-5.0,8.3,0.0323565534140289,0,0.90197218
147,35.0,8.5,0.02459714180611627,0,0.9013257100000001
148,-15.0,8.0,0.027857924790769175,0,0.90103267
149,25.0,8.4,0.01573179140013053,0,0.9007228
150,5.0,8.5,0.042320391724224464,0,0.90043075
151,15.0,8.8,0.03550215042752825,0,0.9000981100000001
152,5.0,8.8,0.031945446641584566,0,0.8998070499999999
153,5.0,8.9,0.034575665550855776,0,0.89951995
154,15.0,9.2,0.016017882495361846,0,0.89922196
155,-5.0,9.0,0.027222821906379976,0,0.89893486
156,15.0,9.0,0.04468507716730528,0,0.89851609
157,15.0,9.2,0.03298292647232302,0,0.89822998
158,55.0,9.9,0.04751465934816224,0,0.89741026
159,-5.0,9.8,0.024540976420103108,0,0.8971192
160,-5.0,9.7,0.04360405298250043,0,0.89682814
161,-5.0,9.7,0.03653055414933988,0,0.89653312
162,-5.0,9.7,0.02646269139240758,0,0.89624107
163,-5.0,9.5,0.04262594609584994,0,0.89594902
164,5.0,9.4,0.031126204184311064,0,0.89549956
165,-15.0,9.1,0.03897410329318518,0,0.89519761
166,15.0,8.9,0.03233662693161023,0,0.89469865
167,15.0,9.1,0.03979892846167786,0,0.89438977
168,5.0,9.1,0.0302863743227681,0,0.89401753
169,-15.0,8.9,0.037406931516561596,0,0.89372251
170,-5.0,9.0,0.020496338980337897,0,0.8932186
171,5.0,8.9,0.03526831646882783,0,0.89270677
172,-5.0,8.8,0.05774298194428411,0,0.89240878
173,15.0,8.9,0.031343793881642344,0,0.8919217
174,-15.0,8.7,0.03368604776513166,0,0.89162965
175,-5.0,8.6,0.03428792659615283,0,0.89132968
176,-5.0,8.4,0.01967632102816424,0,0.89103664
177,15.0,8.7,0.03532403262288426,0,0.89060005
178,15.0,8.6,0.035822700005410296,0,0.89011495
179,-15.0,8.5,0.03267451462823374,0,0.88982686
180,-15.0,8.3,0.035463386658320814,0,0.88953283
181,25.0,8.6,0.03557549655060939,0,0.88921108
182,25.0,8.9,0.04026920225216599,0,0.88881706
183,5.0,9.0,0.025663001338871255,0,0.88852996
184,5.0,9.2,0.028277824227079692,0,0.88802803
185,5.0,9.2,0.017016483831612278,0,0.88758055
186,35.0,9.5,0.02719217781410407,0,0.88695289
187,5.0,9.6,0.06334497027097313,0,0.88666183
188,5.0,9.3,0.02545925006666948,0,0.88629256
189,35.0,9.5,0.032410361688107514,0,0.88561936
190,15.0,9.6,0.042626078315624906,0,0.88502338
191,55.0,10.3,0.03694496330150287,0,0.88433038
192,5.0,10.3,0.03735656707332964,0,0.88391458
193,5.0,10.2,0.05853144559136126,0,0.8835364
194,-5.0,9.8,0.036604683480218225,0,0.88311763
195,-5.0,9.9,0.02264837265269307,0,0.88270183
196,-5.0,9.9,0.026657813753072333,0,0.88216327
197,5.0,10.0,0.04732222636081133,0,0.88188013
198,5.0,9.7,0.033034209963370816,0,0.88149304
199,15.0,9.7,0.055210615340402,0,0.88102477
200,5.0,9.6,0.04283029293059371,0,0.88057828
201,5.0,9.6,0.03880785017678136,0,0.88011001
202,5.0,9.2,0.03303188216656963,0,0.87981004
203,-15.0,9.1,0.05997647245436383,0,0.87951205
204,5.0,8.9,0.03305339016211292,0,0.87921604
205,-15.0,8.7,0.0323630364073324,0,0.87891706
206,-15.0,8.5,0.03459337406491613,0,0.8786190700000001
207,5.0,8.4,0.04112886540155159,0,0.8782359399999999
208,-5.0,8.2,0.029094773483775496,0,0.87794191
209,15.0,8.4,0.01900629006075178,0,0.8776162000000001
210,5.0,8.4,0.03424572273153899,0,0.87722713
211,-5.0,8.4,0.030689234212841258,0,0.87682123
212,5.0,8.1,0.038353981053478495,0,0.87617476
213,25.0,8.3,0.03479729894886987,0,0.8753411799999999
214,5.0,8.3,0.03493372203418403,0,0.87504616
215,-5.0,7.7,0.03915274909380969,0,0.87475708
216,5.0,7.6,0.036918413920211605,0,0.87446305
217,5.0,7.3,0.05210926990455846,0,0.8741759499999999
218,-5.0,7.1,0.036318590623995985,0,0.873874
219,5.0,7.1,0.04391998046725348,0,0.87334534
220,5.0,6.8,0.031580732001639265,0,0.8730602199999999
221,-5.0,6.8,0.041485573868339995,0,0.87277015
222,25.0,7.1,0.030046222938162826,0,0.87221377
223,15.0,7.1,0.03694629166428967,0,0.87191974
224,55.0,7.5,0.0236711232795642,0,0.8711218000000001
225,-5.0,7.3,0.04345111454076687,0,0.87081589
226,-5.0,7.2,0.042947703399731835,0,0.87024961
227,5.0,7.1,0.028015104172663997,0,0.86972887
228,5.0,6.9,0.033462711703232347,0,0.86927842
229,35.0,7.1,0.016822295617421334,0,0.8689636000000001
230,5.0,7.1,0.036755049063831396,0,0.8685478
231,15.0,7.2,0.030111005469480007,0,0.86804488
232,35.0,7.3,0.037503669831421574,0,0.8668747
233,-5.0,7.3,0.04370799647334934,0,0.86658166
234,5.0,7.3,0.033162885620404266,0,0.86629258
235,-5.0,7.3,0.036918096477456856,0,0.86599954
236,5.0,7.2,0.03505460676717121,0,0.86548771
237,15.0,7.4,0.02754222260620736,0,0.86479075
238,-5.0,7.0,0.04144340210397786,0,0.86450167
239,-5.0,7.0,0.03460223466732714,0,0.86421061
240,25.0,7.4,0.03429270445762086,0,0.8633008
241,-5.0,7.1,0.03165666555421922,0,0.86293252
242,15.0,7.4,0.015997872886473488,0,0.86223457
243,-15.0,6.9,0.03601923340516805,0,0.86193955
244,5.0,6.8,0.031118424711021362,0,0.8616475
245,15.0,6.3,0.02958338200834987,0,0.86120695
246,-5.0,6.3,0.029972807975027535,0,0.86091985
247,35.0,6.3,0.03936031001896481,0,0.86027635
248,5.0,6.5,0.036546291237536936,0,0.85999222
249,15.0,6.4,0.04044908635834872,0,0.85968829
250,-5.0,6.3,0.04525541421084199,0,0.8593962399999999
251,15.0,6.3,0.033428819881009986,0,0.85910716
252,15.0,6.4,0.054075131379140655,0,0.85881016
253,5.0,6.4,0.02642638550445554,0,0.85852702
254,25.0,6.5,0.04694645852167923,0,0.85819438
255,5.0,6.6,0.06637468367187466,0,0.85773403
256,55.0,7.0,0.03807604709943917,0,0.85698955
257,335.0,10.2,0.027272468457431386,0,0.854668
258,-5.0,9.6,0.03983656496748154,0,0.854371
259,-5.0,9.6,0.03997737289413635,0,0.85408192
260,5.0,9.7,0.05698124544956954,0,0.85366315
261,25.0,10.0,0.04769833968115563,0,0.8533711
262,25.0,10.3,0.030180436703121812,0,0.85288798
263,15.0,10.5,0.0576359279872122,0,0.85244743
264,-5.0,10.4,0.0485243097491184,0,0.8521583500000001
265,55.0,11.1,0.04775489341278444,0,0.85136734
266,-5.0,10.9,0.040699271684425185,0,0.85106539
267,15.0,10.9,0.05594248507557495,0,0.85065652
268,5.0,10.9,0.0360374352044164,0,0.8502427
269,5.0,11.1,0.042365400545277224,0,0.84995362
270,85.0,12.0,0.046055864756344815,0,0.83015362
271,-15.0,11.8,0.03398267221869901,0,0.82985563
272,5.0,11.9,0.04436530110251624,0,0.82955863
273,15.0,11.9,0.03853092945952085,0,0.82927252
274,5.0,12.1,0.046323662709619386,0,0.82877356
275,-5.0,12.1,0.04206310381676303,0,0.82848547
276,5.0,12.2,0.0358663023369445,0,0.82820035
277,-5.0,12.0,0.04179393989194068,0,0.8279083
278,15.0,12.0,0.04611265092447866,0,0.82754497
279,5.0,12.2,0.05092701409696019,0,0.82724401
280,15.0,12.5,0.02790077890094835,0,0.82675693
281,5.0,12.3,0.04401241738043609,0,0.82647181
282,5.0,12.1,0.04283493141017971,0,0.82578574
283,5.0,12.1,0.05331535441218875,0,0.82541548
284,35.0,12.4,0.05079159442524542,0,0.82470268
285,5.0,12.4,0.06826147733576363,0,0.82441459
286,5.0,12.1,0.06095586031893618,0,0.82404532
287,15.0,12.2,0.040749276032147466,0,0.82361071
288,-5.0,12.1,0.021436938824772368,0,0.82331767
289,15.0,11.9,0.03928979958436685,0,0.8226316
290,5.0,11.8,0.03880882081226446,0,0.82221877
291,35.0,11.6,0.03326304799324134,0,0.82147726
292,-5.0,11.5,0.03351757618380361,0,0.8211871900000001
293,5.0,11.5,0.06299470589277917,0,0.82081396
294,25.0,11.8,0.031717201440478675,0,0.82051993
295,-15.0,11.7,0.04157314640673576,0,0.82021699
296,-5.0,11.7,0.04696260671626078,0,0.8198477200000001
297,-5.0,11.6,0.04382526512054028,0,0.81954775
298,15.0,11.7,0.039817063145019344,0,0.81897949
299,15.0,11.7,0.05108121550736541,0,0.81868645
300,15.0,11.8,0.06478308217221639,0,0.81830827
301,25.0,12.0,0.04083482394737075,0,0.8176024
302,15.0,12.1,0.03775313854974229,0,0.81720739
303,15.0,12.4,0.06048248102080834,0,0.81679555
304,5.0,12.4,0.06668591283174465,0,0.8164163799999999
305,5.0,12.6,0.04650810472521698,0,0.81611839
306,5.0,12.8,0.05913347904861439,0,0.8158233699999999
307,5.0,12.8,0.04618723994921311,0,0.8154451899999999
308,35.0,13.2,0.05282036114076618,0,0.79564519
309,5.0,13.1,0.04714065761363599,0,0.79523929
310,45.0,13.5,0.06424862935906277,0,0.79484032
311,-5.0,13.5,0.031220127994311044,0,0.79455124
312,25.0,13.7,0.043063321723311676,0,0.79424533
313,95.0,14.4,0.04242132536499412,0,0.79366816
314,-5.0,14.3,0.04835425268975087,0,0.79297021
315,25.0,14.6,0.04230868050188292,0,0.79266826
316,-5.0,14.5,0.040742533564189214,0,0.79237225
317,30.0,14.75,0.034801455898268614,0,0.77257225
318,5.0,14.85,0.029147755382582546,0,0.77228515
319,15.0,14.95,0.024369138531474165,0,0.77188915
320,35.0,15.25,0.027070418713192337,0,0.7715872
321,5.0,15.35,0.033900922025495675,0,0.77127832
322,15.0,15.25,0.038921927244082326,0,0.77090608
323,15.0,15.25,0.03020925142445776,0,0.77045761
324,5.0,14.75,0.03367029624205316,0,0.77015962
325,25.0,15.05,0.029646644836102496,0,0.76986856
326,-5.0,15.05,0.019624781489910675,0,0.76950028
327,5.0,15.05,0.0319793664025201,0,0.76908745
328,5.0,15.05,0.03722160651472223,0,0.7687855
329,-5.0,14.65,0.041167410044290594,0,0.76849543
330,5.0,14.65,0.028080207032326145,0,0.76812517
331,-5.0,14.45,0.013961680506763514,0,0.76783114
332,15.0,14.25,0.035626264316379094,0,0.76714012
333,5.0,14.35,0.015754206505662297,0,0.76684114
334,25.0,14.55,0.04373677232782938,0,0.76627783
335,5.0,14.65,0.03059974259318551,0,0.76597984
336,5.0,14.65,0.039433002245350506,0,0.7656887800000001
337,-5.0,14.45,0.03624660614936147,0,0.76540168
338,-5.0,14.45,0.024673698116021114,0,0.76487698
339,5.0,14.55,0.031461685202812076,0,0.76458097
340,15.0,14.45,0.02342042939941166,0,0.76412854
341,-5.0,14.45,0.015733488156474778,0,0.76383352
342,15.0,14.45,0.027406401113767062,0,0.7634197
343,5.0,14.65,0.024808715042163386,0,0.76300093
344,5.0,14.65,0.0278549156759982,0,0.76263364
345,15.0,14.65,0.02815339477150701,0,0.7621822
346,25.0,14.95,0.035689552403637206,0,0.76176937
347,-15.0,14.45,0.0380953606183175,0,0.76147237
348,25.0,14.65,0.042877426147460936,0,0.76097638
349,5.0,14.55,0.03300167254303233,0,0.76060612
350,-15.0,14.45,0.02398180888794741,0,0.76031209
351,-5.0,14.25,0.020540953156014438,0,0.760024
352,5.0,14.15,0.023687347877203137,0,0.75973888
353,-5.0,14.05,0.027651974590407916,0,0.75944485
354,25.0,14.05,0.023463156903599156,0,0.75896668
355,15.0,14.15,0.03502679035649635,0,0.75843604
356,25.0,13.85,0.037059545203665036,0,0.75778462
357,35.0,10.85,0.033255626561876854,0,0.75693223
358,5.0,10.95,0.018058267716915,0,0.75662533
359,35.0,11.35,0.03433190472882416,0,0.75575215
360,5.0,11.35,0.017569370900600914,0,0.75546604
361,5.0,11.15,0.02454997319568065,0,0.75517597
362,5.0,10.95,0.03548145963926799,0,0.75472354
363,25.0,11.05,0.02292914793244563,0,0.75442456
364,5.0,11.15,0.028188362095679622,0,0.7541236
365,25.0,10.85,0.03348314106311591,0,0.75383056
366,55.0,11.45,0.014544755508613888,0,0.75324349
367,5.0,11.35,0.03476370381707966,0,0.75295342
368,25.0,11.55,0.028510589590878224,0,0.7526544399999999
369,5.0,11.55,0.0256314636245952,0,0.75236437
370,-5.0,10.65,0.04583025308849756,0,0.75207331
371,-5.0,10.75,0.021707551955769303,0,0.75167731
372,15.0,10.85,0.02109788281199144,0,0.75115162
373,25.0,10.95,0.028370840726056487,0,0.75029725
374,25.0,11.15,0.03055029932074831,0,0.7498864000000001
375,5.0,11.25,0.034142920926169606,0,0.74960326
376,-15.0,11.05,0.023586969175521517,0,0.74931022
377,5.0,11.15,0.025377480442548405,0,0.7489409499999999
378,15.0,11.15,0.03225617334377603,0,0.74826379
379,-5.0,11.05,0.03536120558237599,0,0.74796778
380,15.0,11.05,0.039410496366035656,0,0.74746387
381,15.0,11.15,0.030197474186497857,0,0.7470530200000001
382,5.0,11.15,0.018423180240570217,0,0.74668573
383,20.0,11.3,0.0281728234628099,0,0.72688573
384,-5.0,10.9,0.014374119765125214,0,0.72644122
385,-5.0,10.8,0.026859768014401198,0,0.72605215
386,5.0,10.8,0.03437639884476084,0,0.7257502
387,5.0,10.7,0.021818844495574013,0,0.72546211
388,15.0,10.9,0.0301179151298129,0,0.7250968
389,5.0,10.8,0.037734444311936385,0,0.72481465
390,5.0,10.8,0.03430519768211525,0,0.7245226
391,5.0,10.5,0.01570039587910287,0,0.72423748
392,-5.0,10.5,0.02698284556012368,0,0.72381574
393,45.0,10.9,0.010279529711406213,0,0.70401574
394,5.0,10.7,0.03548564291675575,0,0.7037266600000001
395,5.0,10.9,0.024215727538539795,0,0.70343164
396,-5.0,10.9,0.03942646143143065,0,0.70313266
397,75.0,11.7,0.021515234212238284,0,0.7022802699999999
398,-5.0,11.5,0.01810333320609061,0,0.7018644700000001
399,5.0,11.4,0.05072720110962109,0,0.70131601
400,5.0,11.3,0.02481095442220976,0,0.70087645
401,-5.0,11.0,0.02298435951837746,0,0.70057846
402,105.0,11.9,0.03584476008603815,0,0.7000240600000001
403,25.0,12.0,0.015843814053841925,0,0.69973399
404,185.0,13.8,0.03029940470121801,0,0.6984143199999999
405,95.0,14.7,0.037140031369417556,0,0.69805594
406,5.0,14.7,0.0297253545478452,0,0.69775993
407,15.0,14.8,0.040558854275077466,0,0.69744709
408,5.0,14.5,0.02259401074697962,0,0.69716296
409,35.0,14.8,0.04816621209283767,0,0.69641155
410,15.0,14.5,0.02709051893070864,0,0.69611356
411,25.0,14.8,0.028945802619346067,0,0.69518989
412,-5.0,14.5,0.026680202317584188,0,0.69481072
413,5.0,13.6,0.027327148975382444,0,0.69444343
414,15.0,13.8,0.04130539848199987,0,0.6939474400000001
415,-5.0,13.5,0.01210663959802332,0,0.69365143
416,15.0,13.7,0.03879326151098212,0,0.69326731
417,-5.0,13.35,0.02872619443180156,0,0.6929713
418,5.0,13.35,0.027697602081825607,0,0.69244363
419,15.0,13.35,0.03700225641019642,0,0.69215257
420,-5.0,12.95,0.03974342081906798,0,0.69185656
421,15.0,13.05,0.020619543921784497,0,0.69138235
422,25.0,13.15,0.024561866767471657,0,0.69068935
423,15.0,13.15,0.029168046482591307,0,0.69021811
424,5.0,13.15,0.019690454930532723,0,0.68975776
425,-5.0,12.85,0.0351577618358715,0,0.68914396
426,-5.0,12.85,0.028409276416059583,0,0.6888538900000001
427,35.0,13.15,0.020977216093451715,0,0.68813812
428,15.0,13.25,0.04603806407805678,0,0.68746888
429,5.0,13.35,0.03882361841162492,0,0.68702536
430,5.0,13.35,0.03986026311438764,0,0.6867362800000001
431,5.0,13.45,0.028475335959810763,0,0.68643235
432,-15.0,13.15,0.02961000610335759,0,0.6861294099999999
433,-15.0,12.95,0.03433127643031184,0,0.68583043
434,5.0,12.75,0.010703370224437094,0,0.68554333
435,-5.0,12.65,0.0409191365919105,0,0.68517307
436,-5.0,12.55,0.0349990589004301,0,0.68488102
437,25.0,12.85,0.03672246302310669,0,0.6842889999999999
438,-5.0,12.85,0.046669653405697314,0,0.68398903
439,35.0,13.15,0.042568943260339435,0,0.66418903
440,615.0,19.15,0.030050623089337022,0,0.66137347
441,15.0,19.35,0.03663549384145881,0,0.66094777
442,-5.0,19.15,0.028887892450147775,0,0.6606478
443,5.0,19.15,0.029907604152249405,0,0.66033595
444,5.0,19.15,0.027356751858897042,0,0.6598340199999999
445,-5.0,18.95,0.034978303424068144,0,0.65954098
446,5.0,18.75,0.018484647206460068,0,0.6592509099999999
447,-5.0,18.85,0.04035609128441138,0,0.65895589
448,-5.0,18.55,0.017261662650489597,0,0.65866186
449,5.0,18.55,0.030847822360374266,0,0.65837971
450,5.0,18.75,0.021642002895023323,0,0.6579451000000001
451,-5.0,18.75,0.034632082126008754,0,0.6576471100000001
452,25.0,18.95,0.01744512714391021,0,0.6571263700000001
453,15.0,19.15,0.031208718143680016,0,0.65681353
454,5.0,18.95,0.047318220179731724,0,0.65640565
455,25.0,19.05,0.029225089140345516,0,0.65602945
456,25.0,19.05,0.04385714162919612,0,0.65558989
457,65.0,19.35,0.04745399397528672,0,0.6549751
458,15.0,19.45,0.057052893433065036,0,0.65467315
459,5.0,19.15,0.03201292975398246,0,0.65437714
460,5.0,19.15,0.039020980303503164,0,0.65407222
461,-5.0,19.05,0.03212697792761901,0,0.6537880899999999
462,5.0,19.05,0.02657959851618216,0,0.65349505
463,5.0,18.85,0.038523305042399446,0,0.65320993
464,5.0,18.85,0.027231118465861074,0,0.65291194
465,-5.0,18.55,0.030857174870034212,0,0.65261098
466,5.0,18.05,0.03840603589596867,0,0.6520843000000001
467,-5.0,17.95,0.03182999198324978,0,0.6517081
468,-5.0,17.65,0.03226018287234183,0,0.65141506
469,5.0,17.65,0.03863283502694685,0,0.6511319200000001
470,5.0,17.75,0.03639871229021083,0,0.65073691
471,5.0,17.85,0.036141727129070204,0,0.65045377
472,95.0,18.65,0.03451106739463285,0,0.65007757
473,-5.0,18.35,0.036887042934249624,0,0.64978651
474,15.0,18.25,0.043132835421929486,0,0.6494845600000001
475,15.0,18.35,0.027393267347251823,0,0.6489341200000001
476,-5.0,18.45,0.03610198710946861,0,0.64847476
477,5.0,18.45,0.023854749913989507,0,0.64805104
478,5.0,18.35,0.027023515340042648,0,0.64752733
479,-15.0,18.25,0.028472235999142868,0,0.6472323099999999
480,15.0,18.25,0.03754015309787064,0,0.64685215
481,35.0,18.45,0.031088714390061795,0,0.64623142
482,35.0,18.75,0.03773985527404875,0,0.64561168
483,5.0,18.6,0.03277964164301011,0,0.64523944
484,15.0,18.8,0.025678600933551933,0,0.64493353
485,15.0,19.0,0.017594180266714828,0,0.6444019
486,5.0,19.0,0.028599254278051375,0,0.64410886
487,5.0,19.0,0.04829772985427553,0,0.6438069099999999
488,-15.0,18.7,0.04509634003356041,0,0.6435089199999999
489,5.0,18.7,0.026830552261599222,0,0.64321786
490,25.0,18.9,0.036114251939579844,0,0.64254268
491,5.0,18.9,0.04817292216917849,0,0.64225261
492,15.0,19.1,0.03667875484788965,0,0.6416576199999999
493,-5.0,18.6,0.04480761157989036,0,0.64136359
